state_code,date_in_population,time_period,person_id,supervision_district,supervision_level,race
US_OZ,2017-02-01,months_25_60,0002569594,DISTRICT_3,MINIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0002234334,DISTRICT_3,MAXIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0008555994,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0003256209,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0000120868,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0002855633,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0000128986,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-02-01,months_25_60,0006948933,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0000440864,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0006987804,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0003537802,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0006002449,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0001902892,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0004349631,DISTRICT_5,MAXIMUM,HISPANIC
US_OZ,2017-02-01,months_25_60,0008403017,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0004116423,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0007591787,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0002341567,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0001033702,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0009170972,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0003424363,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0004750469,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0002555487,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0000513262,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-02-01,months_25_60,0008360592,DISTRICT_5,MAXIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0000536012,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0003500296,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0007878794,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0005342820,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0003068950,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0007405036,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0000411561,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0009692576,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0002769230,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0009324980,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-03-01,months_25_60,0006393301,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0000118536,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0002323069,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0009663559,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0009908184,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0002350746,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0001435804,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0004423265,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0002560595,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0003892864,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0001944515,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-03-01,months_25_60,0008706876,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0002935569,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0007349135,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0000377341,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0000414145,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0009093732,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0001357757,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-03-01,months_25_60,0005166691,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0007172742,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0006298588,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0004760490,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0003754368,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0003558888,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0007618258,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0007758733,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0002986081,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-04-01,months_25_60,0002381194,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-04-01,months_25_60,0001503700,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-04-01,months_25_60,0002619495,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-04-01,months_25_60,0007998852,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-04-01,months_25_60,0000252852,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-04-01,months_25_60,0001086484,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0000263624,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0003773866,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0004078247,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0001088438,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0003382948,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0005430220,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0008072464,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0003977930,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0006785700,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-04-01,months_25_60,0007471206,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0005049480,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0004078976,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0001732463,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0001991821,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0007831010,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0000163694,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0003769581,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-05-01,months_25_60,0002472581,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0001251286,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0007018222,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0001971924,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0004757493,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0008392775,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0005548117,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0000250003,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0007808047,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0003276667,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0006791253,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0001380901,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0006294332,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0002603105,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0004487884,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-05-01,months_25_60,0004002119,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0005208671,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0002181224,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0008262009,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0006947405,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0006454356,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0003127037,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0000052132,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0005633759,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0009302705,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0006676280,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0004618702,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-05-01,months_25_60,0009290034,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0005884598,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0006664721,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0004916509,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0001047725,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0002012097,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0002168395,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0000305307,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0003218082,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0002556705,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-06-01,months_25_60,0005517843,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0000428911,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0009070552,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0009193106,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0000331999,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0005483333,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0008055365,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0008656484,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0005993450,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0001911328,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0005585382,DISTRICT_5,MAXIMUM,HISPANIC
US_OZ,2017-06-01,months_25_60,0009164558,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0004509859,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0005410420,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0000385474,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0008740621,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-06-01,months_25_60,0007866267,DISTRICT_5,MAXIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0007677838,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0008318599,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0009551471,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0006316933,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0009409325,DISTRICT_3,MINIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0002007482,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0007493753,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0000882792,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0007242408,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0002370315,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0009003066,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-07-01,months_25_60,0006067755,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0002055098,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0003370808,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0007392747,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0004880846,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0006999266,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0008800859,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0005647015,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-07-01,months_25_60,0005182133,DISTRICT_1,MINIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0002786630,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0001828229,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0006188159,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0004701631,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0007871467,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0008457515,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0001143674,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0002315461,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-07-01,months_25_60,0007196445,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0000588522,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0003027248,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0003289966,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0007457387,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0006291962,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0003446313,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0003331688,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0005178577,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-08-01,months_25_60,0007442147,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0001704399,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0006100270,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0000594727,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0004209810,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0000989702,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0006760966,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0005192315,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0001742760,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-08-01,months_25_60,0003113423,DISTRICT_1,MINIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0009855150,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0002176947,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0002968450,DISTRICT_3,MAXIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0002398200,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0001714523,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0009836351,DISTRICT_5,MAXIMUM,WHITE
US_OZ,2017-08-01,months_25_60,0001277785,DISTRICT_5,MAXIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0005049331,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0009584311,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0005336268,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0005117177,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0008162459,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0002164976,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0000643783,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0006851488,DISTRICT_3,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0001820083,DISTRICT_3,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0001589531,DISTRICT_3,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0005367735,DISTRICT_4,MINIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0007786160,DISTRICT_4,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0004008056,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0008008848,DISTRICT_5,MAXIMUM,BLACK
US_OZ,2017-09-01,months_25_60,0005418444,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0009682840,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0008703515,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0003803717,DISTRICT_2,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0003621171,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0004128419,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0007693000,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0000909317,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0007343656,DISTRICT_5,MINIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0007877316,DISTRICT_5,MAXIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0004159568,DISTRICT_5,MAXIMUM,HISPANIC
US_OZ,2017-09-01,months_25_60,0000152550,DISTRICT_1,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0000723350,DISTRICT_1,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0003250358,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0009158209,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0003217009,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0000125702,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0001900831,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0000998492,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0001121584,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0004140024,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0007742114,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0007076803,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-09-01,months_25_60,0004936512,DISTRICT_5,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0008287583,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0002680506,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0002305763,DISTRICT_2,MINIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0001337019,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0001953781,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0004408079,DISTRICT_3,MAXIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0006304422,DISTRICT_5,MINIMUM,BLACK
US_OZ,2017-10-01,months_25_60,0008533319,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0000967142,DISTRICT_1,MINIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0000342452,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0000233007,DISTRICT_1,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0006934474,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0008101940,DISTRICT_2,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0004824181,DISTRICT_3,MINIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0009098211,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0005241379,DISTRICT_3,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0001288481,DISTRICT_4,MINIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0008942087,DISTRICT_4,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0009230426,DISTRICT_5,MAXIMUM,HISPANIC
US_OZ,2017-10-01,months_25_60,0000598099,DISTRICT_1,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0005909800,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0008705683,DISTRICT_1,MAXIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0001217210,DISTRICT_2,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0004457296,DISTRICT_2,MAXIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0008630353,DISTRICT_3,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0000751400,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0007003600,DISTRICT_4,MINIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0008416957,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-10-01,months_25_60,0004858647,DISTRICT_4,MAXIMUM,WHITE
US_OZ,2017-11-01,months_25_60,0000453668,DISTRICT_1,MINIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0005721677,DISTRICT_1,MAXIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0001162838,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0006571302,DISTRICT_2,MAXIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0002688761,DISTRICT_3,MINIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0004426888,DISTRICT_3,MAXIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0004563706,DISTRICT_3,MAXIMUM,BLACK
US_OZ,2017-11-01,months_25_60,0004743557,DISTRICT_4,MINIMUM,BLACK
